content_raw,headers_raw,title,year,content_text,headers_text
"<div class=""presentation-description"">In the past few years, the power of computer vision has exploded. In this talk, we'll apply a deep learning model to a bird feeder. We'll use that model to detect, identify, and record birds that come to a smart bird feeder.

Along the way, we'll learn about different platforms to deploy deep learning cameras on, from the lowly Raspberry PI all the way up to the powerful NVIDIA Jetson embedded computer with a built in GPU.</div>","<p>
<b>
        Kirk Kaiser
        
      </b>
<br/>
<b>
        Friday
        2:35 p.m.–3:05 p.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/151/"" id=""presentation-151"">
        Birding with Python and Machine Learning
      </a>",2018,"In the past few years, the power of computer vision has exploded. In this talk, we’ll apply a deep learning model to a bird feeder. We’ll use that model to detect, identify, and record birds that come to a smart bird feeder.

Along the way, we’ll learn about different platforms to deploy deep learning cameras on, from the lowly Raspberry PI all the way up to the powerful NVIDIA Jetson embedded computer with a built in GPU.",Kirk Kaiser Friday 2:35 p.m.3:05 p.m. in Grand Ballroom C
"<div class=""presentation-description"">Facebook, Google, Uber, LinkedIn, and friends are the rarefied heights of software engineering. They encounter and solve problems at scales shared by few others, and as a result, their priorities in production engineering and architecture are just a bit different from the rest of us down here in the other 99% of services. Through deconstructing a few blog posts from these giants, we’ll evaluate just what is it that they’re thinking about when they build systems and whether any of their choices are relevant to those of us operating at high scale yet still something less than millions of requests per second.

This talk will go into depth on how to make technological decisions to meet your customers’ requirements without requiring a small army of engineers to answer 2 AM pages, and how to set realistic goals for your team around operations, uptime, communications, and disaster recovery.

With these guidelines in mind, you should be better equipped to say no (or yes!) the next time your team’s software hipster proposes moving everything to the Next Big Thing.</div>","<p>
<b>
        Sam Kitajima-Kimbrel
        
      </b>
<br/>
<b>
        Friday
        5:10 p.m.–5:40 p.m.
        in
        Global Center Ballroom AB
      </b>
</p>","<a href=""/2018/schedule/presentation/75/"" id=""presentation-75"">
        Bowerbirds of Technology: Architecture and Teams at Less-than-Google Scale
      </a>",2018,"Facebook, Google, Uber, LinkedIn, and friends are the rarefied heights of software engineering. They encounter and solve problems at scales shared by few others, and as a result, their priorities in production engineering and architecture are just a bit different from the rest of us down here in the other 99% of services. Through deconstructing a few blog posts from these giants, we’ll evaluate just what is it that they’re thinking about when they build systems and whether any of their choices are relevant to those of us operating at high scale yet still something less than millions of requests per second.

This talk will go into depth on how to make technological decisions to meet your customers’ requirements without requiring a small army of engineers to answer 2 AM pages, and how to set realistic goals for your team around operations, uptime, communications, and disaster recovery.

With these guidelines in mind, you should be better equipped to say no (or yes!) the next time your team’s software hipster proposes moving everything to the Next Big Thing.",Sam Kitajima-Kimbrel Friday 5:10 p.m.5:40 p.m. in Global Center Ballroom AB
"<div class=""presentation-description"">Have you ever wanted to write a GUI application you can run on your laptop? What about an app that you can run on your phone? Historically, these have been difficult to achieve with Python, and impossible to achieve without learning a different API for each platform. But no more.

BeeWare is a collection of tools and libraries that allows you to build cross-platform native GUI applications in pure Python, targeting desktop, mobile and web platforms. In this talk, you'll be introduced to the BeeWare suite of tools and libraries, and see how you can use them to develop, from scratch, a GUI ChatBot application that can be deployed as a standalone desktop application, a mobile phone application, and a single page webapp - without making any changes to the application's codebase.</div>","<p>
<b>
        Russell Keith-Magee
        
      </b>
<br/>
<b>
        Saturday
        2:35 p.m.–3:05 p.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/116/"" id=""presentation-116"">
        Building a cross-platform native app with BeeWare
      </a>",2018,"Have you ever wanted to write a GUI application you can run on your laptop? What about an app that you can run on your phone? Historically, these have been difficult to achieve with Python, and impossible to achieve without learning a different API for each platform. But no more.

BeeWare is a collection of tools and libraries that allows you to build cross-platform native GUI applications in pure Python, targeting desktop, mobile and web platforms. In this talk, you’ll be introduced to the BeeWare suite of tools and libraries, and see how you can use them to develop, from scratch, a GUI ChatBot application that can be deployed as a standalone desktop application, a mobile phone application, and a single page webapp - without making any changes to the application’s codebase.",Russell Keith-Magee Saturday 2:35 p.m.3:05 p.m. in Grand Ballroom C
"<div class=""presentation-description"">It’s one thing to build a robust data pipeline process in python but a whole other challenge to find tooling and build out the framework that allows for testing a data process. In order to truly iterate and develop a codebase, one has to be able to confidently test during the development process and monitor the production system. 

In this talk, I hope to address the key components for building out end to end testing for data pipelines by borrowing concepts from how we test python web services. Just like how we want to check for healthy status codes from our API responses, we want to be able to check that a pipeline is working as expected given the correct inputs. We’ll talk about key features that allows a data pipeline to be easily testable and how to identify timeseries metrics that can be used to monitor the health of a data pipeline.</div>","<p>
<b>
        Jiaqi Liu
        
      </b>
<br/>
<b>
        Friday
        4:30 p.m.–5 p.m.
        in
        Room 26A/B/C
      </b>
</p>","<a href=""/2018/schedule/presentation/161/"" id=""presentation-161"">
        Building a Data Pipeline with Testing in Mind
      </a>",2018,"It’s one thing to build a robust data pipeline process in python but a whole other challenge to find tooling and build out the framework that allows for testing a data process. In order to truly iterate and develop a codebase, one has to be able to confidently test during the development process and monitor the production system. 

In this talk, I hope to address the key components for building out end to end testing for data pipelines by borrowing concepts from how we test python web services. Just like how we want to check for healthy status codes from our API responses, we want to be able to check that a pipeline is working as expected given the correct inputs. We’ll talk about key features that allows a data pipeline to be easily testable and how to identify timeseries metrics that can be used to monitor the health of a data pipeline.",Jiaqi Liu Friday 4:30 p.m.5 p.m. in Room 26A/B/C
"<div class=""presentation-description"">We build product and software as teams. And as anyone who as worked on a team knows, there’s often a lot more that goes into working together to build that product than actually just building the product itself. A highly functional team is not as elusive it may seem. Software engineering is a skill we’ve developed, but even more importantly software engineering on teams is another skill we’ve been practicing and improving on as an industry. Software engineering principles and best practices may seem to have very little to do with teamwork, but being able to thoughtfully apply some of what we’ve learned as engineers towards teamwork, we can help move towards creating such success with our teams.</div>","<p>
<b>
        Joyce Jang
        
      </b>
<br/>
<b>
        Friday
        10:50 a.m.–11:20 a.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/165/"" id=""presentation-165"">
        Build Teams as an Engineer
      </a>",2018,"We build product and software as teams. And as anyone who as worked on a team knows, there’s often a lot more that goes into working together to build that product than actually just building the product itself. A highly functional team is not as elusive it may seem. Software engineering is a skill we’ve developed, but even more importantly software engineering on teams is another skill we’ve been practicing and improving on as an industry. Software engineering principles and best practices may seem to have very little to do with teamwork, but being able to thoughtfully apply some of what we’ve learned as engineers towards teamwork, we can help move towards creating such success with our teams.",Joyce Jang Friday 10:50 a.m.11:20 a.m. in Grand Ballroom C
"<div class=""presentation-description"">Want to know about the latest trends in the Python community and see the the big picture of how things have changed over the last few years? Interested in the results of the latest official Python Developers Survey 2017 which was supported by the Python Software Foundation and gathered responses from more than 10.000 Python developers? Come learn about the most popular types of Python development, trending frameworks, libraries and tools, additional languages being used by Python developers, Python versions usage statistics and many other insights from the world of Python. All derived from the actual data and professional research such as the Python Developers Survey 2017 which collected responses from over 10.000 Python developers, organized in partnership between the Python Software Foundation and JetBrains, the Python Developers Survey 2016, 3rd party surveys and supplementary analytical research.</div>","<p>
<b>
        Dmitry Filippov, Ewa Jodlowska
        
      </b>
<br/>
<b>
        Saturday
        1:55 p.m.–2:25 p.m.
        in
        Room 26A/B/C
      </b>
</p>","<a href=""/2018/schedule/presentation/123/"" id=""presentation-123"">
        By the Numbers: Python Community Trends in 2017/2018
      </a>",2018,"Want to know about the latest trends in the Python community and see the the big picture of how things have changed over the last few years? Interested in the results of the latest official Python Developers Survey 2017 which was supported by the Python Software Foundation and gathered responses from more than 10.000 Python developers? Come learn about the most popular types of Python development, trending frameworks, libraries and tools, additional languages being used by Python developers, Python versions usage statistics and many other insights from the world of Python. All derived from the actual data and professional research such as the Python Developers Survey 2017 which collected responses from over 10.000 Python developers, organized in partnership between the Python Software Foundation and JetBrains, the Python Developers Survey 2016, 3rd party surveys and supplementary analytical research.","Dmitry Filippov, Ewa Jodlowska Saturday 1:55 p.m.2:25 p.m. in Room 26A/B/C"
"<div class=""presentation-description"">Python now offers static types! Companies like Dropbox and Facebook, and open-source projects like Zulip, use static types (with [PEP 484](https://www.python.org/dev/peps/pep-0484/) and [mypy](https://github.com/python/mypy)) to make Python more productive and fun to work with — in existing codebases from 40k lines to 4 million, in Python 2 and 3, and while preserving the conciseness and flexibility that make Python a great language in the first place. I’ll describe how.

Reading and understanding code is a huge part of what we do as software developers. If we make it easier to understand our codebases, we make everyone more productive, help each other write fewer bugs, and lower barriers for new contributors. That's why Python now features optional static types, and why Dropbox, [Facebook](https://engineering.instagram.com/let-your-code-type-hint-itself-introducing-open-source-monkeytype-a855c7284881), and [Zulip](https://blog.zulip.org/2016/10/13/static-types-in-python-oh-mypy/) use them on part or all of their Python code.

In this talk, I’ll share lessons from Zulip’s and Dropbox’s experience — having led the mypy team at Dropbox and working now on the Zulip core team — for how you can start using static types in your own codebases, large or small. We’ll discuss how to make it a seamless part of your project’s tooling; what order to approach things in; and powerful new tools that make it even easier today to add static types to your Python codebase than ever before.
</div>","<p>
<b>
        Greg Price
        
      </b>
<br/>
<b>
        Sunday
        1:50 p.m.–2:20 p.m.
        in
        Grand Ballroom B
      </b>
</p>","<a href=""/2018/schedule/presentation/93/"" id=""presentation-93"">
        Clearer Code at Scale: Static Types at Zulip and Dropbox
      </a>",2018,"Python now offers static types! Companies like Dropbox and Facebook, and open-source projects like Zulip, use static types (with [PEP 484] and [mypy]) to make Python more productive and fun to work with — in existing codebases from 40k lines to 4 million, in Python 2 and 3, and while preserving the conciseness and flexibility that make Python a great language in the first place. I’ll describe how.

Reading and understanding code is a huge part of what we do as software developers. If we make it easier to understand our codebases, we make everyone more productive, help each other write fewer bugs, and lower barriers for new contributors. That’s why Python now features optional static types, and why Dropbox, [Facebook], and [Zulip] use them on part or all of their Python code.

In this talk, I’ll share lessons from Zulip’s and Dropbox’s experience — having led the mypy team at Dropbox and working now on the Zulip core team — for how you can start using static types in your own codebases, large or small. We’ll discuss how to make it a seamless part of your project’s tooling; what order to approach things in; and powerful new tools that make it even easier today to add static types to your Python codebase than ever before.",Greg Price Sunday 1:50 p.m.2:20 p.m. in Grand Ballroom B
"<div class=""presentation-description"">As engineers, we care a lot about the reliability of our applications. When a website falls over, pagers go off, and engineers burst into action to bring a site back to life.  Postmortems are written, and teams develop strategies to prevent similar failures in the future.

But what about the reliability of our data? Would _you_ trust financial reports built on your data? 

If not, what can you do to improve data health? If you _would_ trust these reports, how can you prove to customers, investors, and auditors alike that they should too?

In this talk, you’ll learn to apply strategies from the world of dev-ops to data. You’ll learn about questions auditors ask that can help you pinpoint data problems. You’ll also learn some accounting-specific tools for accurate and timely record keeping that I’ve found fascinating and helpful!

</div>","<p>
<b>
        Sophie Rapoport
        
      </b>
<br/>
<b>
        Friday
        11:30 a.m.–noon
        in
        Global Center Ballroom AB
      </b>
</p>","<a href=""/2018/schedule/presentation/105/"" id=""presentation-105"">
        Code like an accountant: Designing data systems for accuracy, resilience and auditability
      </a>",2018,"As engineers, we care a lot about the reliability of our applications. When a website falls over, pagers go off, and engineers burst into action to bring a site back to life.  Postmortems are written, and teams develop strategies to prevent similar failures in the future.

But what about the reliability of our data? Would _you_ trust financial reports built on your data? 

If not, what can you do to improve data health? If you _would_ trust these reports, how can you prove to customers, investors, and auditors alike that they should too?

In this talk, you’ll learn to apply strategies from the world of dev-ops to data. You’ll learn about questions auditors ask that can help you pinpoint data problems. You’ll also learn some accounting-specific tools for accurate and timely record keeping that I’ve found fascinating and helpful!",Sophie Rapoport Friday 11:30 a.m.noon in Global Center Ballroom AB
"<div class=""presentation-description"">Code reviews don't have to be a time consuming, morale zapping, arduous tasks. Not only can they catch bugs and errors but they can contribute in positive ways to the individual developer, the team, management and company as a whole.  

Art critiques have existed in academia for hundreds of years. The methodology of the critique has evolved to be time sensitive and productive, while keeping the enthusiasm of the student artist intact.  

The purpose of the art critique is to get peers and mentors to look at the work and raise any problems they may see. It's also time where people with more experience could contribute their knowledge in a helpful way. This process is about producing the best work, quickly and in a productive and constructive way. 
 
These methods can be applied to code review.  

</div>","<p>
<b>
        Stacy Morse
        
      </b>
<br/>
<b>
        Friday
        10:50 a.m.–11:20 a.m.
        in
        Grand Ballroom A
      </b>
</p>","<a href=""/2018/schedule/presentation/149/"" id=""presentation-149"">
        Code Reviews Using Art Critique Principles
      </a>",2018,"Code reviews don’t have to be a time consuming, morale zapping, arduous tasks. Not only can they catch bugs and errors but they can contribute in positive ways to the individual developer, the team, management and company as a whole.  

Art critiques have existed in academia for hundreds of years. The methodology of the critique has evolved to be time sensitive and productive, while keeping the enthusiasm of the student artist intact.  

The purpose of the art critique is to get peers and mentors to look at the work and raise any problems they may see. It’s also time where people with more experience could contribute their knowledge in a helpful way. This process is about producing the best work, quickly and in a productive and constructive way. 
 
These methods can be applied to code review.",Stacy Morse Friday 10:50 a.m.11:20 a.m. in Grand Ballroom A
"<div class=""presentation-description"">In 2017, I was released from prison after serving 17 years. One of the most transformational experiences I had while incarcerated was learning to code, through a pioneering new program called Code.7370 — the first coding curriculum in a United States prison.

In this talk, I’d like to share my experiences learning to code in prison and getting a software engineering job after my release, with the goals of:

Inspiring new programmers to stick with it and be confident in their abilities

Inspiring educators to think about how to support new coders in a broad range of learning environments (there’s no internet in prison!)

Inspiring everyone to think about the potential for rehabilitation in prison in a new way
</div>","<p>
<b>
        Chris Schuhmacher
        
      </b>
<br/>
<b>
        Friday
        10:50 a.m.–11:20 a.m.
        in
        Grand Ballroom B
      </b>
</p>","<a href=""/2018/schedule/presentation/141/"" id=""presentation-141"">
        Coding through Adversity
      </a>",2018,"In 2017, I was released from prison after serving 17 years. One of the most transformational experiences I had while incarcerated was learning to code, through a pioneering new program called Code.7370 — the first coding curriculum in a United States prison.

In this talk, I’d like to share my experiences learning to code in prison and getting a software engineering job after my release, with the goals of:

Inspiring new programmers to stick with it and be confident in their abilities

Inspiring educators to think about how to support new coders in a broad range of learning environments (there’s no internet in prison!)

Inspiring everyone to think about the potential for rehabilitation in prison in a new way",Chris Schuhmacher Friday 10:50 a.m.11:20 a.m. in Grand Ballroom B
"<div class=""presentation-description"">Colossal Cave, also known as Adventure or ADVENT, is the original text adventure. It was written in FORTRAN IV and there is practically no way to run the original program without translating it. We'll explore software archeology to write a Python interpreter to run the FORTRAN code as-is, without translating it. Come learn about pre-ASCII and 36-bit integers and writing interpreters in Python!

And, we'll show how to use BeeWare's Batavia Python interpreter (in JavaScript) to execute the program. FORTRAN IV in Python in JavaScript in your browser!</div>","<p>
<b>
        Christopher Swenson
        
      </b>
<br/>
<b>
        Saturday
        12:10 p.m.–12:55 p.m.
        in
        Grand Ballroom B
      </b>
</p>","<a href=""/2018/schedule/presentation/144/"" id=""presentation-144"">
        Colossal Cave Adventure in Python... in the browser!
      </a>",2018,"Colossal Cave, also known as Adventure or ADVENT, is the original text adventure. It was written in FORTRAN IV and there is practically no way to run the original program without translating it. We’ll explore software archeology to write a Python interpreter to run the FORTRAN code as-is, without translating it. Come learn about pre-ASCII and 36-bit integers and writing interpreters in Python!

And, we’ll show how to use BeeWare’s Batavia Python interpreter (in JavaScript) to execute the program. FORTRAN IV in Python in JavaScript in your browser!",Christopher Swenson Saturday 12:10 p.m.12:55 p.m. in Grand Ballroom B
"<div class=""presentation-description"">Testing mobile applications is hard. Testing manually is nearly impossible.
That’s where automated testing shines. Just sit back and watch the machine go!
Python is a very powerful language for writing automated tests, but since Python is not installed on mobile platforms, we need to find a way to remotely control and monitor the device.
But how do we automate a device remotely? The answer is Appium.

In this talk I will go over the process of deploying and testing iOS (or Android) applications, and how to work with Appium to easily generate Python 3 code for testing your application.</div>","<p>
<b>
        Nir Arad
        
      </b>
<br/>
<b>
        Saturday
        3:15 p.m.–3:45 p.m.
        in
        Grand Ballroom A
      </b>
</p>","<a href=""/2018/schedule/presentation/90/"" id=""presentation-90"">
        Controlling apples with snakes: Automating mobile apps with Appium
      </a>",2018,"Testing mobile applications is hard. Testing manually is nearly impossible.
That’s where automated testing shines. Just sit back and watch the machine go!
Python is a very powerful language for writing automated tests, but since Python is not installed on mobile platforms, we need to find a way to remotely control and monitor the device.
But how do we automate a device remotely? The answer is Appium.

In this talk I will go over the process of deploying and testing iOS (or Android) applications, and how to work with Appium to easily generate Python 3 code for testing your application.",Nir Arad Saturday 3:15 p.m.3:45 p.m. in Grand Ballroom A
"<div class=""presentation-description"">Setting up application monitoring is often an afterthought, and in the speaker's opinion can be a bit overwhelming to get started with. What is a `metric`? What is a `gauge`? What is a `counter`? What's that `upper 90` metric you have up on your `dashboard`? And what *all* metrics should I monitor?

This talk aims to get you started on the monitoring journey in Python. In addition to clearing up some of the jargon, we will look at `statsd` and `prometheus` monitoring systems and how to integrate our applications with these.

Without the numbers, we are really flying blind!</div>","<p>
<b>
        Amit Saha
        
      </b>
<br/>
<b>
        Saturday
        11:30 a.m.–noon
        in
        Grand Ballroom B
      </b>
</p>","<a href=""/2018/schedule/presentation/133/"" id=""presentation-133"">
        Counter, Gauge, Upper 90 - Oh my!
      </a>",2018,"Setting up application monitoring is often an afterthought, and in the speaker’s opinion can be a bit overwhelming to get started with. What is a `metric`? What is a `gauge`? What is a `counter`? What’s that `upper 90` metric you have up on your `dashboard`? And what *all* metrics should I monitor?

This talk aims to get you started on the monitoring journey in Python. In addition to clearing up some of the jargon, we will look at `statsd` and `prometheus` monitoring systems and how to integrate our applications with these.

Without the numbers, we are really flying blind!",Amit Saha Saturday 11:30 a.m.noon in Grand Ballroom B
"<div class=""presentation-description"">![Logo][1]

[**Website**](https://cupy.chainer.org/) | [**Docs**](https://docs-cupy.chainer.org/en/stable/) | [**Install Guide**](https://docs-cupy.chainer.org/en/stable/install.html) | [**Tutorial**](https://docs-cupy.chainer.org/en/stable/tutorial/) | **Examples** ([Official](https://github.com/cupy/cupy/blob/master/examples)) | [**Forum**](https://groups.google.com/forum/#!forum/cupy)

CuPy is an open-source library with NumPy syntax that increases speed by doing matrix operations on NVIDIA GPUs. It is accelerated with the CUDA platform from NVIDIA and also uses CUDA-related libraries, including cuBLAS, cuDNN, cuRAND, cuSOLVER, cuSPARSE, and NCCL, to make full use of the GPU architecture. CuPy's interface is highly compatible with NumPy; in most cases it can be used as a drop-in replacement. CuPy supports various methods, data types, indexing, broadcasting, and more.

  [1]: https://raw.githubusercontent.com/cupy/cupy/master/docs/image/cupy_logo_1000px.png</div>","<p>
<b>
        Shohei Hido
        
      </b>
<br/>
<b>
        Friday
        2:35 p.m.–3:05 p.m.
        in
        Global Center Ballroom AB
      </b>
</p>","<a href=""/2018/schedule/presentation/119/"" id=""presentation-119"">
        CuPy: A NumPy-compatible Library for GPU
      </a>",2018,"![Logo][1]

[**Website**] | [**Docs**] | [**Install Guide**] | [**Tutorial**] | **Examples** ([Official]) | [**Forum**]

CuPy is an open-source library with NumPy syntax that increases speed by doing matrix operations on NVIDIA GPUs. It is accelerated with the CUDA platform from NVIDIA and also uses CUDA-related libraries, including cuBLAS, cuDNN, cuRAND, cuSOLVER, cuSPARSE, and NCCL, to make full use of the GPU architecture. CuPy’s interface is highly compatible with NumPy; in most cases it can be used as a drop-in replacement. CuPy supports various methods, data types, indexing, broadcasting, and more.

  [1]: https://raw.githubusercontent.com/cupy/cupy/master/docs/image/cupy_logo_1000px.png",Shohei Hido Friday 2:35 p.m.3:05 p.m. in Global Center Ballroom AB
"<div class=""presentation-description"">The PEP 557 dataclasses module is available in starting in Python 3.7.   It will become an essential part of every Python programmer's toolkit.  This talk shows what problem the module solves, explains its key design decisions, and provides practical examples of how to put it to work.

Dataclasses are shown to be the next step in a progression of data aggregation tools: tuple, dict, simple class, bunch recipe, named tuples, records, attrs, and then dataclasses. Each builds upon the one that came before, adding expressiveness at the expense of complexity.

Dataclasses are unique in that they let you selectively turn-on or turn-off its various capabilities and it lets the user choose the underlying data store (either instance dictionary, instance slots, or an inherited base class).

Dataclasses and typing.NamedTuple both use variable annotations which were new in Python 3.6.







</div>","<p>
<b>
        Raymond Hettinger
        
      </b>
<br/>
<b>
        Saturday
        3:15 p.m.–4 p.m.
        in
        Grand Ballroom C
      </b>
</p>","<a href=""/2018/schedule/presentation/94/"" id=""presentation-94"">
        Dataclasses:  The code generator to end all code generators
      </a>",2018,"The PEP 557 dataclasses module is available in starting in Python 3.7.   It will become an essential part of every Python programmer’s toolkit.  This talk shows what problem the module solves, explains its key design decisions, and provides practical examples of how to put it to work.

Dataclasses are shown to be the next step in a progression of data aggregation tools: tuple, dict, simple class, bunch recipe, named tuples, records, attrs, and then dataclasses. Each builds upon the one that came before, adding expressiveness at the expense of complexity.

Dataclasses are unique in that they let you selectively turn-on or turn-off its various capabilities and it lets the user choose the underlying data store (either instance dictionary, instance slots, or an inherited base class).

Dataclasses and typing.NamedTuple both use variable annotations which were new in Python 3.6.",Raymond Hettinger Saturday 3:15 p.m.4 p.m. in Grand Ballroom C
"<div class=""presentation-description"">Data Visualization charts are supposed to be our map to information. However, when making charts, customarily we are just re-sizing lines and circles based on metrics instead of creating data-driven version of reality.  The contemporary charting techniques have a few shortcomings (especially when dealing with high-dimensional dataset): 

* **Context Reduction**: in order to fit a high-dimensional dataset into a chart one needs to filter/ aggregate/ flatten data which results in reduction of full context of information.  Without context most of the charts show only a part of the story, that can potentially lead to data misinterpretation/misunderstanding. 
* **Numeric Thinking**: naturally humans have hard time perceiving big numbers. While data visualization is suppose to help us to conceptualize large volumes,  unless the dataset is carefully prepared, 2D charts rarely give us the intuitive grasp of magnitude. 
* **Perceptual de-humanization**: when examining charts it is easy to forget that we are dealing with activity in real world instead of lines/bars. 

Augmented/Mixed Reality can potentially solve all of the issues listed above by presenting an intuitive and interactive environment for data exploration. Three dimensional space provides conditions to create complex data stories with more “realistic assets” (beyond lines and bars). The talk would present the architecture required to create MR data visualization story with Python (70% of architecture), starting with drawing 3D assets in a data-driven way and finishing with deployment on MR devices. </div>","<p>
<b>
        Anna Nicanorova
        
      </b>
<br/>
<b>
        Saturday
        10:50 a.m.–11:20 a.m.
        in
        Grand Ballroom B
      </b>
</p>","<a href=""/2018/schedule/presentation/134/"" id=""presentation-134"">
        Data Visualization in Mixed Reality with Python
      </a>",2018,"Data Visualization charts are supposed to be our map to information. However, when making charts, customarily we are just re-sizing lines and circles based on metrics instead of creating data-driven version of reality.  The contemporary charting techniques have a few shortcomings (especially when dealing with high-dimensional dataset): 

* **Context Reduction**: in order to fit a high-dimensional dataset into a chart one needs to filter/ aggregate/ flatten data which results in reduction of full context of information.  Without context most of the charts show only a part of the story, that can potentially lead to data misinterpretation/misunderstanding. 
* **Numeric Thinking**: naturally humans have hard time perceiving big numbers. While data visualization is suppose to help us to conceptualize large volumes,  unless the dataset is carefully prepared, 2D charts rarely give us the intuitive grasp of magnitude. 
* **Perceptual de-humanization**: when examining charts it is easy to forget that we are dealing with activity in real world instead of lines/bars. 

Augmented/Mixed Reality can potentially solve all of the issues listed above by presenting an intuitive and interactive environment for data exploration. Three dimensional space provides conditions to create complex data stories with more “realistic assets” (beyond lines and bars). The talk would present the architecture required to create MR data visualization story with Python (70% of architecture), starting with drawing 3D assets in a data-driven way and finishing with deployment on MR devices.",Anna Nicanorova Saturday 10:50 a.m.11:20 a.m. in Grand Ballroom B
"<div class=""presentation-description"">Apache Spark is one of the most popular big data projects, offering greatly improved performance over traditional MapReduce models. Much of Apache Spark’s power comes from lazy evaluation along with intelligent pipelining, which can make debugging more challenging. This talk will examine how to debug Apache Spark applications, the different options for logging in PySpark, as well as some common errors and how to detect them.

Spark’s own internal logging can often be quite verbose, and this talk will examine how to effectively search logs from Apache Spark to spot common problems. In addition to the internal logging, this talk will look at options for logging from within our program itself.

Spark’s accumulators have gotten a bad rap because of how they interact in the event of cache misses or partial recomputes, but this talk will look at how to effectively use Spark’s current accumulators for debugging as well as a look to future for data property type accumulators which may be coming to Spark in future version.

In addition to reading logs, and instrumenting our program with accumulators, Spark’s UI can be of great help for quickly detecting certain types of problems.

Debuggers are a wonderful tool, however when you have 100 computers the “wonder” can be a bit more like “pain”. This talk will look at how to connect remote debuggers, but also remind you that it’s probably not the easiest path forward.
</div>","<p>
<b>
        Holden Karau
        
      </b>
<br/>
<b>
        Friday
        3:15 p.m.–3:45 p.m.
        in
        Grand Ballroom A
      </b>
</p>","<a href=""/2018/schedule/presentation/97/"" id=""presentation-97"">
        Debugging PySpark -- Or trying to make sense of a JVM stack trace when you were minding your own bus
      </a>",2018,"Apache Spark is one of the most popular big data projects, offering greatly improved performance over traditional MapReduce models. Much of Apache Spark’s power comes from lazy evaluation along with intelligent pipelining, which can make debugging more challenging. This talk will examine how to debug Apache Spark applications, the different options for logging in PySpark, as well as some common errors and how to detect them.

Spark’s own internal logging can often be quite verbose, and this talk will examine how to effectively search logs from Apache Spark to spot common problems. In addition to the internal logging, this talk will look at options for logging from within our program itself.

Spark’s accumulators have gotten a bad rap because of how they interact in the event of cache misses or partial recomputes, but this talk will look at how to effectively use Spark’s current accumulators for debugging as well as a look to future for data property type accumulators which may be coming to Spark in future version.

In addition to reading logs, and instrumenting our program with accumulators, Spark’s UI can be of great help for quickly detecting certain types of problems.

Debuggers are a wonderful tool, however when you have 100 computers the “wonder” can be a bit more like “pain”. This talk will look at how to connect remote debuggers, but also remind you that it’s probably not the easiest path forward.",Holden Karau Friday 3:15 p.m.3:45 p.m. in Grand Ballroom A
"<div class=""presentation-description"">In 2011 I gave a talk about ""Killing Patents with Python"" - finding the right piece of prior art by using statistical natural language processing techniques on the US Patent Database. A number of unexpected benefits came out of that exploration, including the ability to describe large patent portfolios and businesses in a way that had not been done before.

Since then, the state of the art has advanced - and so has the ability to do strange and wonderful things by applying the latest neural network-based analysis to the nine million patents and patent applications that people have submitted to the USPTO. Not only can we learn new things about what people have invented, we might just be able to get the computer to do a little ""inventing"" itself.


</div>","<p>
<b>
        Van Lindberg
        
      </b>
<br/>
<b>
        Friday
        11:30 a.m.–noon
        in
        Grand Ballroom B
      </b>
</p>","<a href=""/2018/schedule/presentation/113/"" id=""presentation-113"">
        Deconstructing the US Patent Database
      </a>",2018,"In 2011 I gave a talk about ""Killing Patents with Python"" - finding the right piece of prior art by using statistical natural language processing techniques on the US Patent Database. A number of unexpected benefits came out of that exploration, including the ability to describe large patent portfolios and businesses in a way that had not been done before.

Since then, the state of the art has advanced - and so has the ability to do strange and wonderful things by applying the latest neural network-based analysis to the nine million patents and patent applications that people have submitted to the USPTO. Not only can we learn new things about what people have invented, we might just be able to get the computer to do a little ""inventing"" itself.",Van Lindberg Friday 11:30 a.m.noon in Grand Ballroom B
